序号,动作ID,动作名称,身体部位,测试侧,阶段,建议原图文件名,项目目标路径,画面内容提示,拍摄要求,待导入图片路径,匹配状态,备注
246,ring_dip_extension,无名指远端指间关节伸展,手指,右侧,返回起点,ring_dip_extension_right_return_无名指远端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/ring_dip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
247,pinky_mcp_flexion,小指掌指关节屈伸,手指,左侧,准备姿势,pinky_mcp_flexion_left_start_小指掌指关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_flexion/left/start.png,小指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
248,pinky_mcp_flexion,小指掌指关节屈伸,手指,左侧,完成动作,pinky_mcp_flexion_left_move_小指掌指关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_flexion/left/move.png,缓慢弯曲小指指根的掌指关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
249,pinky_mcp_flexion,小指掌指关节屈伸,手指,左侧,返回起点,pinky_mcp_flexion_left_return_小指掌指关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
250,pinky_mcp_flexion,小指掌指关节屈伸,手指,右侧,准备姿势,pinky_mcp_flexion_right_start_小指掌指关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_flexion/right/start.png,小指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
251,pinky_mcp_flexion,小指掌指关节屈伸,手指,右侧,完成动作,pinky_mcp_flexion_right_move_小指掌指关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_flexion/right/move.png,缓慢弯曲小指指根的掌指关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
252,pinky_mcp_flexion,小指掌指关节屈伸,手指,右侧,返回起点,pinky_mcp_flexion_right_return_小指掌指关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
253,pinky_mcp_extension,小指掌指关节伸展,手指,左侧,准备姿势,pinky_mcp_extension_left_start_小指掌指关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_extension/left/start.png,小指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
254,pinky_mcp_extension,小指掌指关节伸展,手指,左侧,完成动作,pinky_mcp_extension_left_move_小指掌指关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_extension/left/move.png,缓慢伸展小指指根的掌指关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
255,pinky_mcp_extension,小指掌指关节伸展,手指,左侧,返回起点,pinky_mcp_extension_left_return_小指掌指关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
256,pinky_mcp_extension,小指掌指关节伸展,手指,右侧,准备姿势,pinky_mcp_extension_right_start_小指掌指关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_extension/right/start.png,小指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
257,pinky_mcp_extension,小指掌指关节伸展,手指,右侧,完成动作,pinky_mcp_extension_right_move_小指掌指关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_extension/right/move.png,缓慢伸展小指指根的掌指关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
258,pinky_mcp_extension,小指掌指关节伸展,手指,右侧,返回起点,pinky_mcp_extension_right_return_小指掌指关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_mcp_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
259,pinky_pip_flexion,小指近端指间关节屈伸,手指,左侧,准备姿势,pinky_pip_flexion_left_start_小指近端指间关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_flexion/left/start.png,小指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
260,pinky_pip_flexion,小指近端指间关节屈伸,手指,左侧,完成动作,pinky_pip_flexion_left_move_小指近端指间关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_flexion/left/move.png,缓慢弯曲小指中间的近端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
261,pinky_pip_flexion,小指近端指间关节屈伸,手指,左侧,返回起点,pinky_pip_flexion_left_return_小指近端指间关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
262,pinky_pip_flexion,小指近端指间关节屈伸,手指,右侧,准备姿势,pinky_pip_flexion_right_start_小指近端指间关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_flexion/right/start.png,小指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
263,pinky_pip_flexion,小指近端指间关节屈伸,手指,右侧,完成动作,pinky_pip_flexion_right_move_小指近端指间关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_flexion/right/move.png,缓慢弯曲小指中间的近端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
264,pinky_pip_flexion,小指近端指间关节屈伸,手指,右侧,返回起点,pinky_pip_flexion_right_return_小指近端指间关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
265,pinky_pip_extension,小指近端指间关节伸展,手指,左侧,准备姿势,pinky_pip_extension_left_start_小指近端指间关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_extension/left/start.png,小指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
266,pinky_pip_extension,小指近端指间关节伸展,手指,左侧,完成动作,pinky_pip_extension_left_move_小指近端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_extension/left/move.png,缓慢伸展小指中间的近端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
267,pinky_pip_extension,小指近端指间关节伸展,手指,左侧,返回起点,pinky_pip_extension_left_return_小指近端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
268,pinky_pip_extension,小指近端指间关节伸展,手指,右侧,准备姿势,pinky_pip_extension_right_start_小指近端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_extension/right/start.png,小指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
269,pinky_pip_extension,小指近端指间关节伸展,手指,右侧,完成动作,pinky_pip_extension_right_move_小指近端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_extension/right/move.png,缓慢伸展小指中间的近端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
270,pinky_pip_extension,小指近端指间关节伸展,手指,右侧,返回起点,pinky_pip_extension_right_return_小指近端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_pip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
271,pinky_dip_flexion,小指远端指间关节屈伸,手指,左侧,准备姿势,pinky_dip_flexion_left_start_小指远端指间关节屈伸_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_flexion/left/start.png,小指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
272,pinky_dip_flexion,小指远端指间关节屈伸,手指,左侧,完成动作,pinky_dip_flexion_left_move_小指远端指间关节屈伸_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_flexion/left/move.png,缓慢弯曲小指靠近指尖的远端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
273,pinky_dip_flexion,小指远端指间关节屈伸,手指,左侧,返回起点,pinky_dip_flexion_left_return_小指远端指间关节屈伸_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_flexion/left/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
274,pinky_dip_flexion,小指远端指间关节屈伸,手指,右侧,准备姿势,pinky_dip_flexion_right_start_小指远端指间关节屈伸_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_flexion/right/start.png,小指保持舒适伸展，不要强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
275,pinky_dip_flexion,小指远端指间关节屈伸,手指,右侧,完成动作,pinky_dip_flexion_right_move_小指远端指间关节屈伸_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_flexion/right/move.png,缓慢弯曲小指靠近指尖的远端指间关节，保持该关节两侧指段可见。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
276,pinky_dip_flexion,小指远端指间关节屈伸,手指,右侧,返回起点,pinky_dip_flexion_right_return_小指远端指间关节屈伸_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_flexion/right/return.png,缓慢伸回起始姿势，不要求所有手指同时握拳。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
277,pinky_dip_extension,小指远端指间关节伸展,手指,左侧,准备姿势,pinky_dip_extension_left_start_小指远端指间关节伸展_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_extension/left/start.png,小指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
278,pinky_dip_extension,小指远端指间关节伸展,手指,左侧,完成动作,pinky_dip_extension_left_move_小指远端指间关节伸展_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_extension/left/move.png,缓慢伸展小指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
279,pinky_dip_extension,小指远端指间关节伸展,手指,左侧,返回起点,pinky_dip_extension_left_return_小指远端指间关节伸展_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_extension/left/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
280,pinky_dip_extension,小指远端指间关节伸展,手指,右侧,准备姿势,pinky_dip_extension_right_start_小指远端指间关节伸展_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_extension/right/start.png,小指保持舒适屈曲姿势，记录起点。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
281,pinky_dip_extension,小指远端指间关节伸展,手指,右侧,完成动作,pinky_dip_extension_right_move_小指远端指间关节伸展_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_extension/right/move.png,缓慢伸展小指靠近指尖的远端指间关节，不强行掰直。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
282,pinky_dip_extension,小指远端指间关节伸展,手指,右侧,返回起点,pinky_dip_extension_right_return_小指远端指间关节伸展_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/pinky_dip_extension/right/return.png,缓慢屈回刚才记录的起点，其他手指不要遮挡。,单只手近景；从所测手指侧面拍摄，让各关节展开在画面内。,,待提供,
283,neck_lateral_flexion,头颈侧屈观察,头颈,左侧,准备姿势,neck_lateral_flexion_left_start_头颈侧屈观察_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_lateral_flexion/left/start.png,坐稳，头部保持舒适起点。,正对镜头，双眼与双肩清楚入镜。,,待提供,
284,neck_lateral_flexion,头颈侧屈观察,头颈,左侧,完成动作,neck_lateral_flexion_left_move_头颈侧屈观察_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_lateral_flexion/left/move.png,向所选侧缓慢小幅侧屈头部，不转头或耸肩。,正对镜头，双眼与双肩清楚入镜。,,待提供,
285,neck_lateral_flexion,头颈侧屈观察,头颈,左侧,返回起点,neck_lateral_flexion_left_return_头颈侧屈观察_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_lateral_flexion/left/return.png,缓慢回到起点。,正对镜头，双眼与双肩清楚入镜。,,待提供,
286,neck_lateral_flexion,头颈侧屈观察,头颈,右侧,准备姿势,neck_lateral_flexion_right_start_头颈侧屈观察_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_lateral_flexion/right/start.png,坐稳，头部保持舒适起点。,正对镜头，双眼与双肩清楚入镜。,,待提供,
287,neck_lateral_flexion,头颈侧屈观察,头颈,右侧,完成动作,neck_lateral_flexion_right_move_头颈侧屈观察_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_lateral_flexion/right/move.png,向所选侧缓慢小幅侧屈头部，不转头或耸肩。,正对镜头，双眼与双肩清楚入镜。,,待提供,
288,neck_lateral_flexion,头颈侧屈观察,头颈,右侧,返回起点,neck_lateral_flexion_right_return_头颈侧屈观察_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_lateral_flexion/right/return.png,缓慢回到起点。,正对镜头，双眼与双肩清楚入镜。,,待提供,
289,neck_flexion,头颈前屈观察,头颈,左侧,准备姿势,neck_flexion_left_start_头颈前屈观察_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_flexion/left/start.png,坐稳，头部处于舒适起点。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
290,neck_flexion,头颈前屈观察,头颈,左侧,完成动作,neck_flexion_left_move_头颈前屈观察_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_flexion/left/move.png,按已确认安排缓慢小幅低头。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
291,neck_flexion,头颈前屈观察,头颈,左侧,返回起点,neck_flexion_left_return_头颈前屈观察_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_flexion/left/return.png,缓慢回到起点，不强行抬高。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
292,neck_flexion,头颈前屈观察,头颈,右侧,准备姿势,neck_flexion_right_start_头颈前屈观察_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_flexion/right/start.png,坐稳，头部处于舒适起点。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
293,neck_flexion,头颈前屈观察,头颈,右侧,完成动作,neck_flexion_right_move_头颈前屈观察_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_flexion/right/move.png,按已确认安排缓慢小幅低头。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
294,neck_flexion,头颈前屈观察,头颈,右侧,返回起点,neck_flexion_right_return_头颈前屈观察_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_flexion/right/return.png,缓慢回到起点，不强行抬高。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
295,neck_extension,头颈后伸观察,头颈,左侧,准备姿势,neck_extension_left_start_头颈后伸观察_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_extension/left/start.png,坐稳，头部处于舒适起点。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
296,neck_extension,头颈后伸观察,头颈,左侧,完成动作,neck_extension_left_move_头颈后伸观察_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_extension/left/move.png,仅在已获准的舒适范围内小幅抬头，不追求后仰极限。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
297,neck_extension,头颈后伸观察,头颈,左侧,返回起点,neck_extension_left_return_头颈后伸观察_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_extension/left/return.png,缓慢回到起点。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
298,neck_extension,头颈后伸观察,头颈,右侧,准备姿势,neck_extension_right_start_头颈后伸观察_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_extension/right/start.png,坐稳，头部处于舒适起点。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
299,neck_extension,头颈后伸观察,头颈,右侧,完成动作,neck_extension_right_move_头颈后伸观察_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_extension/right/move.png,仅在已获准的舒适范围内小幅抬头，不追求后仰极限。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
300,neck_extension,头颈后伸观察,头颈,右侧,返回起点,neck_extension_right_return_头颈后伸观察_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/neck_extension/right/return.png,缓慢回到起点。,测试侧朝向镜头，同侧眼、耳、肩、髋清楚入镜；不要求另一侧肩膀可见。,,待提供,
301,trunk_lateral_flexion,躯干侧屈观察,躯干,左侧,准备姿势,trunk_lateral_flexion_left_start_躯干侧屈观察_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_lateral_flexion/left/start.png,稳定坐位，保持已确认的支撑。,正对镜头，双肩、双髋完整入镜。,,待提供,
302,trunk_lateral_flexion,躯干侧屈观察,躯干,左侧,完成动作,trunk_lateral_flexion_left_move_躯干侧屈观察_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_lateral_flexion/left/move.png,向所选侧小幅侧屈，不追求接近地面。,正对镜头，双肩、双髋完整入镜。,,待提供,
303,trunk_lateral_flexion,躯干侧屈观察,躯干,左侧,返回起点,trunk_lateral_flexion_left_return_躯干侧屈观察_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_lateral_flexion/left/return.png,缓慢回到起点，保持坐稳。,正对镜头，双肩、双髋完整入镜。,,待提供,
304,trunk_lateral_flexion,躯干侧屈观察,躯干,右侧,准备姿势,trunk_lateral_flexion_right_start_躯干侧屈观察_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_lateral_flexion/right/start.png,稳定坐位，保持已确认的支撑。,正对镜头，双肩、双髋完整入镜。,,待提供,
305,trunk_lateral_flexion,躯干侧屈观察,躯干,右侧,完成动作,trunk_lateral_flexion_right_move_躯干侧屈观察_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_lateral_flexion/right/move.png,向所选侧小幅侧屈，不追求接近地面。,正对镜头，双肩、双髋完整入镜。,,待提供,
306,trunk_lateral_flexion,躯干侧屈观察,躯干,右侧,返回起点,trunk_lateral_flexion_right_return_躯干侧屈观察_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_lateral_flexion/right/return.png,缓慢回到起点，保持坐稳。,正对镜头，双肩、双髋完整入镜。,,待提供,
307,trunk_flexion,躯干前屈观察,躯干,左侧,准备姿势,trunk_flexion_left_start_躯干前屈观察_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_flexion/left/start.png,稳定坐位，躯干保持舒适起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
308,trunk_flexion,躯干前屈观察,躯干,左侧,完成动作,trunk_flexion_left_move_躯干前屈观察_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_flexion/left/move.png,按已确认安排小幅前倾，保持支撑。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
309,trunk_flexion,躯干前屈观察,躯干,左侧,返回起点,trunk_flexion_left_return_躯干前屈观察_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_flexion/left/return.png,缓慢回到起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
310,trunk_flexion,躯干前屈观察,躯干,右侧,准备姿势,trunk_flexion_right_start_躯干前屈观察_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_flexion/right/start.png,稳定坐位，躯干保持舒适起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
311,trunk_flexion,躯干前屈观察,躯干,右侧,完成动作,trunk_flexion_right_move_躯干前屈观察_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_flexion/right/move.png,按已确认安排小幅前倾，保持支撑。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
312,trunk_flexion,躯干前屈观察,躯干,右侧,返回起点,trunk_flexion_right_return_躯干前屈观察_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_flexion/right/return.png,缓慢回到起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
313,trunk_extension,躯干后伸观察,躯干,左侧,准备姿势,trunk_extension_left_start_躯干后伸观察_左侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_extension/left/start.png,稳定坐位，躯干保持舒适起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
314,trunk_extension,躯干后伸观察,躯干,左侧,完成动作,trunk_extension_left_move_躯干后伸观察_左侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_extension/left/move.png,仅按已确认安排小幅向后移动躯干，不追求后仰极限。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
315,trunk_extension,躯干后伸观察,躯干,左侧,返回起点,trunk_extension_left_return_躯干后伸观察_左侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_extension/left/return.png,缓慢回到起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
316,trunk_extension,躯干后伸观察,躯干,右侧,准备姿势,trunk_extension_right_start_躯干后伸观察_右侧_准备姿势.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_extension/right/start.png,稳定坐位，躯干保持舒适起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
317,trunk_extension,躯干后伸观察,躯干,右侧,完成动作,trunk_extension_right_move_躯干后伸观察_右侧_完成动作.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_extension/right/move.png,仅按已确认安排小幅向后移动躯干，不追求后仰极限。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
318,trunk_extension,躯干后伸观察,躯干,右侧,返回起点,trunk_extension_right_return_躯干后伸观察_右侧_返回起点.png,rehab_codex_single_camera_v2_1/assets/exercise-guides/trunk_extension/right/return.png,缓慢回到起点。,测试侧朝向镜头，同侧肩、髋完整入镜。,,待提供,
